"order_id","order_item_id","product_id","price","order_purchase_timestamp","customer_city","customer_state","product_category_name","order_status"
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",franca,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao bernardo do campo,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao paulo,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",mogi das cruzes,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",campinas,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",jaragua do sul,SC,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao paulo,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",timoteo,MG,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",curitiba,PR,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",belo horizonte,MG,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",montes claros,MG,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",rio de janeiro,RJ,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",lencois paulista,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao paulo,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",caxias do sul,RS,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",piracicaba,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",rio de janeiro,RJ,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",guarulhos,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao paulo,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",pacaja,PA,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",florianopolis,SC,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",aparecida de goiania,GO,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao paulo,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",curitiba,PR,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao paulo,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",santo andre,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",goiania,GO,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao paulo,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",cachoeiro de itapemirim,ES,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao paulo,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao jose dos campos,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao roque,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",camacari,BA,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",resende,RJ,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",curitiba,PR,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sumare,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",guarulhos,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",novo hamburgo,RS,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao luis,MA,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao jose,SC,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",guarulhos,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",santa barbara,MG,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",sao paulo,SP,cool_stuff,delivered
"00010242fe8c5a6d1ba2dd792cb16214",1,"4244733e06e7ecb4970a6e2683c13e61",58.9,"2017-09-13 08:59:02",guarulhos,SP,cool_stuff,delivered
